gene,org,cluster
31,MIT9211,GC_00000005
31,MIT9215,GC_00000019
31,MIT9312,GC_00000019
31,MIT9303,GC_00000217
31,MIT9313,GC_00000288
31,MIT9201,GC_00000464
31,MIT9302,GC_00000509
31,"NATL2A",GC_00000517
31,MIT9123,GC_00000662
31,LG,GC_00000908
31,MIT9202,GC_00000998
31,MIT9311,GC_00001002
31,MIT9107,GC_00001056
31,SB,GC_00001146
31,MIT9116,GC_00001250
31,AS9601,GC_00001262
31,MED4,GC_00001262
31,MIT9301,GC_00001262
31,MIT9515,GC_00001262
31,EQPAC1,GC_00001334
31,MIT9314,GC_00001373
31,MIT9322,GC_00001391
31,MIT9401,GC_00001562
31,MIT9321,GC_00001663
31,SS35,GC_00001812
31,SS2,GC_00002083
31,CCMP1375,GC_00002620
31,SS51,GC_00002640
31,"NATL1A",GC_00003795
31,PAC1,GC_00003938
31,GP2,GC_00005344
32,AS9601,GC_00000019
32,MED4,GC_00000019
32,MIT9301,GC_00000019
32,MIT9515,GC_00000019
32,MIT9313,GC_00000217
32,MIT9123,GC_00000599
32,SS35,GC_00000794
32,MIT9201,GC_00000907
32,MIT9321,GC_00000989
32,MIT9215,GC_00000990
32,MIT9312,GC_00000990
32,MIT9322,GC_00000994
32,SB,GC_00001051
32,MIT9311,GC_00001070
32,MIT9107,GC_00001147
32,MIT9401,GC_00001193
32,MIT9302,GC_00001210
32,MIT9116,GC_00001368
32,MIT9314,GC_00001396
32,EQPAC1,GC_00001511
32,MIT9202,GC_00001543
32,PAC1,GC_00001555
32,"NATL2A",GC_00001799
32,MIT9303,GC_00002004
32,LG,GC_00002135
32,CCMP1375,GC_00002288
32,SS51,GC_00002418
32,SS2,GC_00002724
32,"NATL1A",GC_00004987
32,GP2,GC_00006552
32,MIT9211,GC_00007231
33,MIT9123,GC_00000064
33,"NATL2A",GC_00000109
33,CCMP1375,GC_00000517
33,MIT9215,GC_00000517
33,MIT9312,GC_00000517
33,"NATL1A",GC_00000517
33,SB,GC_00000597
33,MIT9116,GC_00000639
33,SS35,GC_00000797
33,MIT9202,GC_00000810
33,AS9601,GC_00000990
33,MED4,GC_00000990
33,MIT9301,GC_00000990
33,MIT9515,GC_00000990
33,MIT9302,GC_00001085
33,MIT9321,GC_00001123
33,MIT9314,GC_00001159
33,MIT9311,GC_00001218
33,MIT9107,GC_00001234
33,MIT9322,GC_00001338
33,MIT9401,GC_00001506
33,MIT9201,GC_00001517
33,SS2,GC_00001893
33,MIT9313,GC_00002004
33,MIT9211,GC_00002288
33,SS51,GC_00002393
33,LG,GC_00002498
33,EQPAC1,GC_00002817
33,PAC1,GC_00003148
33,MIT9303,GC_00003445
33,GP2,GC_00006790
34,SS2,GC_00000093
34,MIT9116,GC_00000111
34,SB,GC_00000218
34,MIT9311,GC_00000332
34,EQPAC1,GC_00000366
34,AS9601,GC_00000517
34,MED4,GC_00000517
34,MIT9211,GC_00000517
34,MIT9301,GC_00000517
34,MIT9515,GC_00000517
34,MIT9123,GC_00000641
34,MIT9201,GC_00000741
34,MIT9302,GC_00001087
34,MIT9215,GC_00001121
34,MIT9312,GC_00001121
34,MIT9202,GC_00001135
34,MIT9401,GC_00001176
34,MIT9314,GC_00001303
34,MIT9107,GC_00001336
34,MIT9322,GC_00001654
34,MIT9321,GC_00001717
34,CCMP1375,GC_00001799
34,"NATL1A",GC_00001799
34,MIT9303,GC_00001896
34,SS51,GC_00002153
34,PAC1,GC_00002382
34,SS35,GC_00002430
34,LG,GC_00002523
34,"NATL2A",GC_00003007
34,MIT9313,GC_00003445
34,GP2,GC_00007361
35,MIT9401,GC_00000005
35,PAC1,GC_00000025
35,MIT9201,GC_00000062
35,MIT9314,GC_00000076
35,CCMP1375,GC_00000109
35,MIT9215,GC_00000109
35,MIT9312,GC_00000109
35,"NATL1A",GC_00000109
35,MIT9311,GC_00000346
35,SS2,GC_00000416
35,MIT9123,GC_00000548
35,EQPAC1,GC_00000713
35,MIT9116,GC_00000775
35,MIT9321,GC_00000791
35,MIT9107,GC_00001065
35,MIT9302,GC_00001089
35,AS9601,GC_00001121
35,MED4,GC_00001121
35,MIT9301,GC_00001121
35,MIT9515,GC_00001121
35,MIT9202,GC_00001312
35,SB,GC_00001466
35,MIT9322,GC_00001606
35,MIT9211,GC_00001799
35,MIT9313,GC_00001896
35,SS35,GC_00002314
35,SS51,GC_00002399
35,LG,GC_00002578
35,MIT9303,GC_00004382
35,GP2,GC_00006510
35,"NATL2A",GC_00006809
36,MIT9303,GC_00000005
36,MIT9215,GC_00000023
36,AS9601,GC_00000109
36,MED4,GC_00000109
36,MIT9211,GC_00000109
36,MIT9301,GC_00000109
36,MIT9515,GC_00000109
36,MIT9201,GC_00000231
36,MIT9311,GC_00000294
36,MIT9107,GC_00000675
36,MIT9314,GC_00000724
36,SS2,GC_00000760
36,SB,GC_00000822
36,MIT9202,GC_00000843
36,MIT9321,GC_00000872
36,MIT9302,GC_00000995
36,MIT9123,GC_00001066
36,MIT9401,GC_00001185
36,MIT9322,GC_00001353
36,EQPAC1,GC_00001490
36,MIT9116,GC_00001577
36,SS35,GC_00001951
36,SS51,GC_00002131
36,MIT9312,GC_00002347
36,LG,GC_00002562
36,CCMP1375,GC_00002682
36,PAC1,GC_00003691
36,MIT9313,GC_00004382
36,"NATL2A",GC_00005626
36,GP2,GC_00006228
36,"NATL1A",GC_00006773
37,MIT9313,GC_00000005
37,MIT9314,GC_00000222
37,CCMP1375,GC_00000378
37,MIT9107,GC_00000381
37,MIT9311,GC_00000522
37,MIT9202,GC_00000563
37,MIT9201,GC_00000583
37,SS2,GC_00000689
37,MIT9401,GC_00000870
37,MIT9116,GC_00000890
37,SB,GC_00001155
37,MIT9321,GC_00001198
37,MED4,GC_00001308
37,MIT9312,GC_00001308
37,MIT9123,GC_00001324
37,MIT9302,GC_00001538
37,MIT9322,GC_00001596
37,MIT9301,GC_00001675
37,AS9601,GC_00001974
37,SS35,GC_00002221
37,LG,GC_00002436
37,SS51,GC_00002713
37,MIT9215,GC_00002796
37,EQPAC1,GC_00003391
37,MIT9303,GC_00004853
37,MIT9515,GC_00004967
37,GP2,GC_00005277
37,PAC1,GC_00005281
37,"NATL2A",GC_00006367
37,MIT9211,GC_00006655
37,"NATL1A",GC_00007021
38,MIT9311,GC_00000118
38,SS2,GC_00000133
38,MED4,GC_00000378
38,MIT9312,GC_00000378
38,MIT9321,GC_00000490
38,SS51,GC_00000578
38,MIT9107,GC_00000606
38,SB,GC_00000732
38,SS35,GC_00000802
38,MIT9314,GC_00000865
38,MIT9201,GC_00001067
38,EQPAC1,GC_00001102
38,MIT9116,GC_00001127
38,MIT9302,GC_00001212
38,MIT9123,GC_00001227
38,AS9601,GC_00001308
38,MIT9202,GC_00001331
38,MIT9401,GC_00001541
38,MIT9322,GC_00001563
38,MIT9301,GC_00001584
38,GP2,GC_00001924
38,CCMP1375,GC_00002395
38,LG,GC_00002448
38,MIT9215,GC_00002794
38,"NATL2A",GC_00003622
38,MIT9303,GC_00004844
38,MIT9313,GC_00004853
38,MIT9211,GC_00006311
38,PAC1,GC_00007055
38,"NATL1A",GC_00007198
38,MIT9515,GC_00007302
39,MIT9314,GC_00000089
39,SS51,GC_00000100
39,CCMP1375,GC_00000253
39,MIT9123,GC_00000292
39,AS9601,GC_00000378
39,SB,GC_00000570
39,MIT9321,GC_00000710
39,MIT9322,GC_00000817
39,EQPAC1,GC_00000850
39,MIT9401,GC_00000988
39,MIT9215,GC_00001013
39,MIT9311,GC_00001043
39,MIT9116,GC_00001248
39,MIT9202,GC_00001429
39,MIT9201,GC_00001489
39,MIT9107,GC_00001505
39,MIT9312,GC_00001592
39,LG,GC_00001669
39,MIT9515,GC_00001675
39,"NATL2A",GC_00001708
39,SS35,GC_00001944
39,SS2,GC_00002881
39,PAC1,GC_00002998
39,MED4,GC_00003396
39,MIT9313,GC_00004844
39,MIT9303,GC_00004993
39,MIT9211,GC_00005160
39,MIT9301,GC_00005217
39,"NATL1A",GC_00006866
39,GP2,GC_00006932
39,MIT9302,GC_00007254
40,MIT9303,GC_00000019
40,"NATL2A",GC_00000027
40,MED4,GC_00000253
40,MIT9312,GC_00000253
40,SS2,GC_00000269
40,SS51,GC_00000331
40,MIT9202,GC_00000368
40,MIT9211,GC_00000378
40,MIT9123,GC_00000406
40,MIT9314,GC_00000459
40,MIT9116,GC_00000835
40,MIT9322,GC_00000866
40,MIT9401,GC_00000895
40,MIT9311,GC_00000899
40,MIT9321,GC_00001076
40,SB,GC_00001205
40,MIT9201,GC_00001252
40,MIT9107,GC_00001350
40,EQPAC1,GC_00001436
40,MIT9302,GC_00001527
40,SS35,GC_00001554
40,AS9601,GC_00001592
40,LG,GC_00002089
40,CCMP1375,GC_00002145
40,PAC1,GC_00002212
40,MIT9301,GC_00002347
40,"NATL1A",GC_00002364
40,GP2,GC_00002831
40,MIT9215,GC_00004925
40,MIT9313,GC_00004993
40,MIT9515,GC_00005600
41,MIT9313,GC_00000019
41,MIT9107,GC_00000136
41,SS51,GC_00000245
41,AS9601,GC_00000253
41,MIT9123,GC_00000380
41,MIT9314,GC_00000413
41,CCMP1375,GC_00000528
41,MED4,GC_00000528
41,MIT9312,GC_00000528
41,MIT9116,GC_00000562
41,MIT9321,GC_00000733
41,MIT9201,GC_00000762
41,"NATL2A",GC_00000794
41,LG,GC_00000803
41,MIT9202,GC_00000875
41,MIT9401,GC_00000891
41,MIT9311,GC_00000931
41,EQPAC1,GC_00001170
41,SB,GC_00001228
41,MIT9301,GC_00001308
41,MIT9322,GC_00001349
41,MIT9302,GC_00001530
41,GP2,GC_00001864
41,SS2,GC_00002117
41,SS35,GC_00002552
41,MIT9215,GC_00002795
41,MIT9211,GC_00003490
41,MIT9303,GC_00004316
41,PAC1,GC_00005997
41,MIT9515,GC_00006418
41,"NATL1A",GC_00006950
42,EQPAC1,GC_00000160
42,MIT9211,GC_00000253
42,MIT9116,GC_00000344
42,MIT9301,GC_00000378
42,"NATL2A",GC_00000378
42,AS9601,GC_00000528
42,SS35,GC_00000644
42,CCMP1375,GC_00000674
42,MED4,GC_00000674
42,MIT9312,GC_00000674
42,SB,GC_00000693
42,SS51,GC_00000705
42,MIT9201,GC_00000759
42,MIT9311,GC_00000912
42,MIT9303,GC_00000990
42,MIT9123,GC_00001120
42,MIT9314,GC_00001142
42,MIT9202,GC_00001221
42,MIT9107,GC_00001224
42,MIT9322,GC_00001278
42,MIT9321,GC_00001455
42,MIT9401,GC_00001460
42,MIT9302,GC_00001696
42,"NATL1A",GC_00001974
42,LG,GC_00002624
42,SS2,GC_00002638
42,MIT9215,GC_00002805
42,PAC1,GC_00003422
42,MIT9313,GC_00004316
42,GP2,GC_00005125
42,MIT9515,GC_00005160
43,MIT9302,GC_00000004
43,CCMP1375,GC_00000056
43,MED4,GC_00000056
43,MIT9312,GC_00000056
43,MIT9202,GC_00000081
43,SS35,GC_00000153
43,MIT9116,GC_00000193
43,MIT9303,GC_00000517
43,MIT9211,GC_00000528
43,MIT9401,GC_00000605
43,MIT9314,GC_00000622
43,MIT9107,GC_00000673
43,AS9601,GC_00000674
43,MIT9321,GC_00000709
43,MIT9123,GC_00000720
43,MIT9311,GC_00000973
43,MIT9313,GC_00000990
43,MIT9322,GC_00001118
43,SB,GC_00001342
43,MIT9201,GC_00001413
43,EQPAC1,GC_00001512
43,MIT9515,GC_00001584
43,MIT9301,GC_00001592
43,SS51,GC_00002074
43,LG,GC_00002442
43,SS2,GC_00002494
43,MIT9215,GC_00002799
43,"NATL2A",GC_00003609
43,GP2,GC_00004540
43,PAC1,GC_00005410
43,"NATL1A",GC_00006320
44,SB,GC_00000002
44,MIT9116,GC_00000017
44,AS9601,GC_00000056
44,MIT9201,GC_00000146
44,MIT9202,GC_00000168
44,MIT9301,GC_00000253
44,"NATL2A",GC_00000253
44,MIT9321,GC_00000443
44,MIT9313,GC_00000517
44,EQPAC1,GC_00000617
44,MIT9211,GC_00000674
44,MED4,GC_00000705
44,MIT9312,GC_00000705
44,MIT9107,GC_00000744
44,SS2,GC_00000776
44,MIT9123,GC_00000939
44,MIT9401,GC_00001273
44,MIT9515,GC_00001308
44,MIT9311,GC_00001518
44,MIT9314,GC_00001588
44,MIT9322,GC_00001591
44,MIT9303,GC_00001799
44,SS35,GC_00001839
44,MIT9302,GC_00001926
44,LG,GC_00002032
44,CCMP1375,GC_00002041
44,SS51,GC_00002041
44,PAC1,GC_00003477
44,GP2,GC_00005144
44,MIT9215,GC_00005257
44,"NATL1A",GC_00006619
45,MIT9211,GC_00000056
45,SS51,GC_00000056
45,MIT9303,GC_00000109
45,MIT9321,GC_00000112
45,SS2,GC_00000141
45,MIT9116,GC_00000236
45,MED4,GC_00000245
45,MIT9312,GC_00000245
45,MIT9322,GC_00000377
45,MIT9515,GC_00000378
45,MIT9401,GC_00000456
45,MIT9301,GC_00000528
45,"NATL2A",GC_00000528
45,MIT9107,GC_00000619
45,AS9601,GC_00000705
45,MIT9314,GC_00000746
45,EQPAC1,GC_00000778
45,MIT9302,GC_00001031
45,MIT9201,GC_00001161
45,MIT9311,GC_00001283
45,MIT9215,GC_00001308
45,MIT9123,GC_00001392
45,MIT9202,GC_00001411
45,SB,GC_00001540
45,MIT9313,GC_00001799
45,SS35,GC_00001830
45,LG,GC_00002019
45,CCMP1375,GC_00002074
45,PAC1,GC_00002349
45,"NATL1A",GC_00003622
45,GP2,GC_00004577
46,MIT9313,GC_00000109
46,SS2,GC_00000117
46,MIT9314,GC_00000120
46,MIT9311,GC_00000124
46,AS9601,GC_00000245
46,MIT9107,GC_00000310
46,MIT9202,GC_00000313
46,MED4,GC_00000331
46,MIT9312,GC_00000331
46,MIT9215,GC_00000378
46,MIT9201,GC_00000516
46,MIT9401,GC_00000560
46,MIT9301,GC_00000674
46,"NATL2A",GC_00000674
46,SS51,GC_00000674
46,CCMP1375,GC_00000705
46,EQPAC1,GC_00000716
46,MIT9123,GC_00000823
46,MIT9302,GC_00000949
46,MIT9321,GC_00001326
46,MIT9116,GC_00001437
46,SB,GC_00001483
46,MIT9322,GC_00001513
46,"NATL1A",GC_00001708
46,MIT9211,GC_00002041
46,LG,GC_00002090
46,SS35,GC_00002320
46,MIT9515,GC_00003396
46,MIT9303,GC_00005692
46,GP2,GC_00005723
46,PAC1,GC_00006310
47,MIT9301,GC_00000056
47,"NATL2A",GC_00000056
47,MIT9107,GC_00000071
47,MED4,GC_00000100
47,MIT9312,GC_00000100
47,MIT9322,GC_00000119
47,MIT9116,GC_00000173
47,MIT9311,GC_00000209
47,CCMP1375,GC_00000245
47,MIT9515,GC_00000253
47,MIT9123,GC_00000262
47,GP2,GC_00000274
47,MIT9202,GC_00000284
47,AS9601,GC_00000331
47,SS2,GC_00000338
47,MIT9313,GC_00000378
47,MIT9401,GC_00000394
47,EQPAC1,GC_00000425
47,SS51,GC_00000528
47,MIT9314,GC_00000738
47,MIT9302,GC_00000797
47,MIT9201,GC_00001069
47,SB,GC_00001114
47,MIT9321,GC_00001146
47,MIT9215,GC_00001592
47,MIT9211,GC_00002074
47,SS35,GC_00002216
47,PAC1,GC_00002308
47,LG,GC_00002510
47,"NATL1A",GC_00004422
47,MIT9303,GC_00005674
48,MIT9401,GC_00000039
48,MIT9311,GC_00000050
48,AS9601,GC_00000100
48,SS2,GC_00000228
48,MIT9215,GC_00000253
48,GP2,GC_00000323
48,CCMP1375,GC_00000331
48,MIT9303,GC_00000378
48,MIT9116,GC_00000508
48,MIT9515,GC_00000528
48,MIT9123,GC_00000553
48,MED4,GC_00000578
48,MIT9312,GC_00000578
48,MIT9211,GC_00000705
48,MIT9301,GC_00000705
48,"NATL2A",GC_00000705
48,MIT9314,GC_00000764
48,MIT9322,GC_00000936
48,"NATL1A",GC_00000954
48,MIT9321,GC_00001051
48,MIT9302,GC_00001167
48,MIT9201,GC_00001276
48,MIT9107,GC_00001295
48,EQPAC1,GC_00001450
48,MIT9202,GC_00001474
48,SB,GC_00001613
48,SS51,GC_00002145
48,LG,GC_00002447
48,SS35,GC_00002594
48,PAC1,GC_00002990
48,MIT9313,GC_00003490
49,SS35,GC_00000001
49,"NATL1A",GC_00000027
49,MIT9311,GC_00000043
49,CCMP1375,GC_00000100
49,SS2,GC_00000161
49,MIT9211,GC_00000245
49,MIT9301,GC_00000245
49,"NATL2A",GC_00000245
49,MIT9313,GC_00000253
49,SS51,GC_00000253
49,GP2,GC_00000291
49,MIT9215,GC_00000528
49,MIT9116,GC_00000530
49,SB,GC_00000535
49,AS9601,GC_00000578
49,MIT9321,GC_00000597
49,MIT9302,GC_00000601
49,MIT9515,GC_00000674
49,MIT9401,GC_00000695
49,MIT9201,GC_00000768
49,MIT9314,GC_00001016
49,MIT9107,GC_00001058
49,MIT9123,GC_00001438
49,MED4,GC_00001444
49,MIT9312,GC_00001444
49,MIT9322,GC_00001480
49,MIT9202,GC_00001526
49,EQPAC1,GC_00001640
49,LG,GC_00002485
49,MIT9303,GC_00003490
49,PAC1,GC_00006231
50,SS35,GC_00000001
50,MIT9322,GC_00000014
50,SB,GC_00000031
50,MIT9515,GC_00000056
50,MIT9321,GC_00000218
50,SS2,GC_00000226
50,MIT9303,GC_00000253
50,MIT9123,GC_00000261
50,MIT9211,GC_00000331
50,MIT9301,GC_00000331
50,"NATL2A",GC_00000331
50,CCMP1375,GC_00000578
50,MIT9201,GC_00000621
50,MIT9215,GC_00000674
50,MIT9313,GC_00000706
50,MIT9314,GC_00000719
50,"NATL1A",GC_00000794
50,MIT9401,GC_00000820
50,GP2,GC_00000846
50,MED4,GC_00000901
50,MIT9312,GC_00000901
50,MIT9107,GC_00000980
50,EQPAC1,GC_00001134
50,AS9601,GC_00001444
50,MIT9302,GC_00001484
50,MIT9311,GC_00001560
50,MIT9116,GC_00001722
50,SS51,GC_00002395
50,LG,GC_00002626
50,MIT9202,GC_00003401
50,PAC1,GC_00005998
51,SS35,GC_00000002
51,MIT9401,GC_00000070
51,MIT9211,GC_00000100
51,MIT9301,GC_00000100
51,"NATL2A",GC_00000100
51,MIT9107,GC_00000213
51,SB,GC_00000256
51,MIT9313,GC_00000297
51,"NATL1A",GC_00000378
51,SS51,GC_00000378
51,SS2,GC_00000526
51,MIT9515,GC_00000705
51,MIT9303,GC_00000706
51,MIT9311,GC_00000750
51,MIT9314,GC_00000825
51,AS9601,GC_00000901
51,MED4,GC_00000927
51,MIT9201,GC_00001236
51,MIT9202,GC_00001272
51,MIT9123,GC_00001280
51,GP2,GC_00001330
51,EQPAC1,GC_00001356
51,MIT9322,GC_00001458
51,MIT9321,GC_00001466
51,MIT9302,GC_00001491
51,MIT9215,GC_00001638
51,MIT9116,GC_00002366
51,CCMP1375,GC_00002713
51,LG,GC_00002743
51,MIT9312,GC_00003308
51,PAC1,GC_00005394
52,MIT9314,GC_00000195
52,MIT9515,GC_00000245
52,MIT9303,GC_00000297
52,MIT9311,GC_00000452
52,MIT9211,GC_00000578
52,MIT9301,GC_00000578
52,"NATL2A",GC_00000578
52,MIT9321,GC_00000822
52,MIT9202,GC_00000852
52,MIT9312,GC_00000927
52,MIT9401,GC_00000938
52,MIT9302,GC_00000977
52,SB,GC_00000981
52,MIT9107,GC_00001220
52,GP2,GC_00001398
52,MIT9123,GC_00001465
52,MIT9201,GC_00001486
52,MIT9322,GC_00001594
52,SS35,GC_00001645
52,MIT9116,GC_00001683
52,SS2,GC_00001934
52,MIT9215,GC_00001982
52,CCMP1375,GC_00002131
52,MED4,GC_00002431
52,LG,GC_00002463
52,SS51,GC_00002682
52,EQPAC1,GC_00003196
52,PAC1,GC_00003546
52,"NATL1A",GC_00003609
52,MIT9313,GC_00004400
52,AS9601,GC_00007031
53,MIT9215,GC_00000056
53,SS51,GC_00000109
53,MIT9202,GC_00000125
53,"NATL1A",GC_00000253
53,MIT9515,GC_00000331
53,MIT9313,GC_00000436
53,MIT9201,GC_00000568
53,EQPAC1,GC_00000631
53,MIT9107,GC_00000633
53,SB,GC_00000708
53,MIT9401,GC_00000726
53,SS2,GC_00000757
53,MIT9116,GC_00000787
53,MIT9123,GC_00000792
53,MIT9322,GC_00000985
53,MIT9321,GC_00001155
53,MIT9314,GC_00001242
53,GP2,GC_00001260
53,MIT9311,GC_00001268
53,MIT9301,GC_00001444
53,MIT9302,GC_00001561
53,MED4,GC_00001570
53,SS35,GC_00001645
53,MIT9312,GC_00001661
53,CCMP1375,GC_00002399
53,LG,GC_00002493
53,"NATL2A",GC_00003478
53,MIT9211,GC_00003511
53,MIT9303,GC_00004400
53,PAC1,GC_00006416
53,AS9601,GC_00007048
54,MIT9515,GC_00000100
54,MIT9107,GC_00000430
54,MIT9303,GC_00000436
54,MIT9401,GC_00000472
54,GP2,GC_00000494
54,MIT9322,GC_00000506
54,"NATL1A",GC_00000528
54,MIT9123,GC_00000569
54,MIT9201,GC_00000579
54,SB,GC_00000595
54,EQPAC1,GC_00000702
54,MIT9202,GC_00000703
54,MIT9215,GC_00000705
54,MIT9321,GC_00000732
54,MIT9314,GC_00000832
54,LG,GC_00000869
54,MED4,GC_00000871
54,MIT9301,GC_00000901
54,"NATL2A",GC_00000901
54,MIT9311,GC_00001230
54,MIT9312,GC_00001570
54,MIT9116,GC_00001658
54,MIT9302,GC_00001681
54,SS51,GC_00001799
54,MIT9211,GC_00002131
54,SS2,GC_00002134
54,CCMP1375,GC_00002153
54,SS35,GC_00002284
54,AS9601,GC_00004609
54,MIT9313,GC_00004666
54,PAC1,GC_00006870
55,SS35,GC_00000002
55,MIT9215,GC_00000245
55,MIT9311,GC_00000320
55,MIT9202,GC_00000341
55,MIT9314,GC_00000441
55,MIT9401,GC_00000442
55,MIT9123,GC_00000457
55,SS51,GC_00000517
55,MIT9321,GC_00000570
55,GP2,GC_00000575
55,MIT9515,GC_00000578
55,MIT9322,GC_00000580
55,LG,GC_00000601
55,MED4,GC_00000620
55,SS2,GC_00000625
55,EQPAC1,GC_00000645
55,"NATL1A",GC_00000674
55,MIT9201,GC_00000700
55,MIT9312,GC_00000871
55,"NATL2A",GC_00000999
55,SB,GC_00001424
55,MIT9313,GC_00001776
55,MIT9107,GC_00001911
55,MIT9116,GC_00001919
55,MIT9211,GC_00002153
55,CCMP1375,GC_00002393
55,MIT9303,GC_00004666
55,MIT9301,GC_00005315
55,PAC1,GC_00005936
55,MIT9302,GC_00006656
55,AS9601,GC_00006733
56,MIT9302,GC_00000027
56,"NATL1A",GC_00000056
56,EQPAC1,GC_00000145
56,MIT9201,GC_00000147
56,SB,GC_00000281
56,MIT9215,GC_00000331
56,GP2,GC_00000353
56,MIT9322,GC_00000485
56,MIT9312,GC_00000620
56,MIT9202,GC_00000663
56,MIT9123,GC_00000718
56,MIT9314,GC_00000858
56,MIT9211,GC_00000871
56,"NATL2A",GC_00000999
56,MED4,GC_00001052
56,MIT9311,GC_00001115
56,MIT9321,GC_00001205
56,MIT9401,GC_00001339
56,MIT9515,GC_00001444
56,MIT9107,GC_00001524
56,MIT9303,GC_00001776
56,SS35,GC_00001888
56,MIT9116,GC_00001965
56,SS51,GC_00002288
56,CCMP1375,GC_00002418
56,SS2,GC_00002538
56,LG,GC_00002710
56,MIT9313,GC_00005215
56,AS9601,GC_00006216
56,MIT9301,GC_00006708
56,PAC1,GC_00007230
57,SS35,GC_00000002
57,SB,GC_00000090
57,MIT9215,GC_00000100
57,MIT9313,GC_00000360
57,GP2,GC_00000407
57,MIT9314,GC_00000551
57,MIT9311,GC_00000554
57,MIT9201,GC_00000567
57,MIT9211,GC_00000620
57,"NATL1A",GC_00000705
57,MIT9202,GC_00000729
57,MIT9322,GC_00000774
57,MIT9107,GC_00000790
57,MIT9515,GC_00000901
57,"NATL2A",GC_00000914
57,MED4,GC_00000934
57,MIT9312,GC_00001052
57,EQPAC1,GC_00001060
57,MIT9401,GC_00001162
57,MIT9321,GC_00001228
57,MIT9123,GC_00001384
57,MIT9302,GC_00001571
57,SS2,GC_00002098
57,MIT9116,GC_00002108
57,LG,GC_00002555
57,SS51,GC_00002620
57,CCMP1375,GC_00002640
57,MIT9303,GC_00005215
57,MIT9301,GC_00005870
57,AS9601,GC_00005996
57,PAC1,GC_00006061
58,SS51,GC_00000005
58,GP2,GC_00000077
58,MIT9201,GC_00000171
58,SB,GC_00000243
58,"NATL1A",GC_00000245
58,MIT9311,GC_00000295
58,MIT9314,GC_00000309
58,MIT9202,GC_00000322
58,MIT9303,GC_00000360
58,EQPAC1,GC_00000545
58,MIT9215,GC_00000578
58,SS2,GC_00000686
58,MIT9321,GC_00000693
58,MIT9123,GC_00000882
58,MIT9515,GC_00000927
58,MIT9312,GC_00000934
58,MIT9313,GC_00000935
58,MIT9401,GC_00001122
58,MIT9107,GC_00001129
58,MED4,GC_00001383
58,MIT9322,GC_00001440
58,MIT9302,GC_00001537
58,MIT9211,GC_00001746
58,MIT9116,GC_00002186
58,CCMP1375,GC_00002621
58,SS35,GC_00002720
58,LG,GC_00002741
58,AS9601,GC_00003455
58,"NATL2A",GC_00003468
58,MIT9301,GC_00004609
58,PAC1,GC_00006020
59,EQPAC1,GC_00000091
59,MIT9107,GC_00000233
59,SS2,GC_00000289
59,"NATL1A",GC_00000331
59,SB,GC_00000348
59,MIT9314,GC_00000446
59,MIT9201,GC_00000529
59,MIT9202,GC_00000556
59,MIT9302,GC_00000881
59,MIT9303,GC_00000935
59,MIT9322,GC_00001006
59,MIT9311,GC_00001112
59,GP2,GC_00001190
59,MIT9401,GC_00001332
59,MIT9321,GC_00001342
59,MIT9312,GC_00001383
59,MED4,GC_00001409
59,MIT9215,GC_00001444
59,MIT9123,GC_00001469
59,MIT9515,GC_00001661
59,SS35,GC_00002259
59,MIT9211,GC_00002299
59,"NATL2A",GC_00002384
59,SS51,GC_00002400
59,CCMP1375,GC_00002405
59,LG,GC_00002488
59,MIT9116,GC_00002911
59,MIT9301,GC_00003455
59,MIT9313,GC_00004465
59,AS9601,GC_00005271
59,PAC1,GC_00006380
60,MIT9321,GC_00000002
60,"NATL1A",GC_00000100
60,SS35,GC_00000185
60,SS2,GC_00000301
60,MIT9311,GC_00000316
60,MIT9314,GC_00000432
60,EQPAC1,GC_00000467
60,MED4,GC_00000523
60,MIT9313,GC_00000671
60,MIT9201,GC_00000722
60,MIT9515,GC_00000871
60,MIT9215,GC_00000901
60,MIT9202,GC_00000904
60,MIT9322,GC_00000916
60,MIT9301,GC_00000927
60,MIT9123,GC_00001100
60,MIT9107,GC_00001209
60,GP2,GC_00001388
60,MIT9312,GC_00001409
60,MIT9302,GC_00001420
60,SB,GC_00001504
60,MIT9401,GC_00001590
60,SS51,GC_00001896
60,LG,GC_00001992
60,MIT9116,GC_00002362
60,CCMP1375,GC_00002503
60,AS9601,GC_00003207
60,"NATL2A",GC_00003832
60,MIT9303,GC_00004465
60,PAC1,GC_00005782
60,MIT9211,GC_00007023
61,LG,GC_00000013
61,SB,GC_00000055
61,MIT9201,GC_00000166
61,MIT9311,GC_00000259
61,SS2,GC_00000298
61,MIT9322,GC_00000342
61,MIT9202,GC_00000401
61,MIT9312,GC_00000523
61,"NATL1A",GC_00000578
61,MIT9515,GC_00000620
61,MIT9303,GC_00000671
61,SS35,GC_00000842
61,MIT9116,GC_00000856
61,CCMP1375,GC_00000876
61,AS9601,GC_00000927
61,MIT9215,GC_00000927
61,"NATL2A",GC_00000999
61,MIT9401,GC_00001110
61,GP2,GC_00001181
61,MED4,GC_00001204
61,MIT9314,GC_00001318
61,MIT9123,GC_00001395
61,EQPAC1,GC_00001521
61,MIT9321,GC_00001540
61,MIT9107,GC_00001602
61,MIT9301,GC_00001661
61,MIT9302,GC_00001682
61,MIT9211,GC_00001791
61,MIT9313,GC_00001858
61,PAC1,GC_00002003
61,SS51,GC_00002004
