V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30303.peg.2147	UniRef90_G0TLX1	99.713	348	1	0	1	348	1	348	0	706	Cluster: Peptidase M48 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	71	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium canettii; Escherichia coli	348	0.9
fig|1773.30303.peg.2147	UniRef90_A0A1X1Y7E1	86.494	348	47	0	1	348	1	348	0	622	Cluster: Peptidase M48 domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium lacus	348	0.9
fig|1773.30303.peg.2147	UniRef90_A0A1X2LPC3	89.943	348	35	0	1	348	1	348	0	622	Cluster: Zn-dependent protease	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	348	0.9
fig|1773.30303.peg.2147	UniRef90_A0A1A3NRN1	84.483	348	54	0	1	348	1	348	0	617	Cluster: Zn-dependent protease	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium asiaticum	348	0.9
fig|1773.30303.peg.2147	UniRef90_A0A1A0LZY1	86.087	345	48	0	1	345	1	345	0	612	Cluster: Zn-dependent protease	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium sp. 1164966.3; Mycobacterium sp. 852002-51163_SCH5372311	346	0.9
fig|1773.30303.peg.2149	UniRef90_Q7TZ67	99.584	481	2	0	1	481	1	481	0	939	Cluster: Uncharacterized transporter Mb2001c	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	110	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5; Mycobacterium decipiens; Mycobacterium canettii; Mycobacterium tuberculosis CAS/NITR204	481	0.9
fig|1773.30303.peg.2149	UniRef90_A0A653EDR6	81.562	461	85	0	21	481	1	461	0	740	Cluster: Serine/threonine exchanger SteT	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium riyadhense; Mycobacterium simulans	461	0.9
fig|1773.30303.peg.2149	UniRef90_A0A1X1Y7C6	79.694	458	93	0	21	478	1	458	0	724	Cluster: Putative transporter	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium lacus	462	0.9
fig|1773.30303.peg.2149	UniRef90_A0A0H3MRM7	77.056	462	106	0	8	469	106	567	0	704	Cluster: Transporter	UniProtKB Unreviewed (TrEMBL); UniParc	5	Mycobacterium leprae (strain Br4923); Mycobacterium leprae 3125609; Mycobacterium leprae (strain TN); Mycobacterium lepromatosis	572	0.9
fig|1773.30303.peg.2149	UniRef90_A0A1X2E5S8	78.808	453	96	0	21	473	1	453	0	699	Cluster: Transporter	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium szulgai; Mycobacterium angelicum	456	0.9
fig|1773.30303.peg.2210	UniRef90_A0A0H3LBB9	100	78	0	0	1	78	1	78	6.13e-49	157	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	33	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Halovulum marinum; Escherichia coli	78	0.9
fig|1773.30303.peg.2210	UniRef90_UPI001868AEF7	98.718	78	1	0	1	78	1	78	4.78e-48	155	Cluster: hypothetical protein	UniParc	19	Mycobacterium tuberculosis	78	0.9
fig|1773.30303.peg.2210	UniRef90_UPI001F43F311	98.649	74	1	0	1	74	1	74	1.68e-44	147	Cluster: hypothetical protein	UniParc	2	Mycobacterium tuberculosis	98	0.9
fig|1773.30303.peg.2210	UniRef90_UPI000459F56C	98.361	61	1	0	18	78	1	61	1.84e-35	123	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	61	0.9
fig|1773.30303.peg.2210	UniRef90_UPI0013E8EF48	98	50	1	0	1	50	1	50	3.22e-25	97.4	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	54	0.9
fig|1773.30303.peg.2270	UniRef90_P9WLL2	100	54	0	0	1	54	30	83	4.55e-28	104	Cluster: Uncharacterized protein MT2136	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium orygis 112400015; Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis variant bovis BCG	83	0.9
fig|1773.30303.peg.2270	UniRef90_L7V7P2	64.444	45	16	0	1	45	44	88	3e-10	59.7	Cluster: Transmembrane protein	UniProtKB Unreviewed (TrEMBL)	8	Mycobacterium liflandii (strain 128FXT); Mycobacterium pseudoshottsii; Mycobacterium ulcerans (strain Agy99); Mycobacterium marinum; Mycobacterium ulcerans subsp. shinshuense; Mycobacterium marinum (strain ATCC BAA-535 / M); Mycobacterium shottsii	91	0.9
fig|1773.30303.peg.2270	UniRef90_A0A0D0UWY8	33.333	54	34	1	1	54	277	328	4.6	34.7	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Cryptococcus gattii VGII Ram5	531	0.9
fig|1773.30303.peg.2270	UniRef90_A0A7V2UZ06	32.075	53	34	1	2	52	150	202	5.5	34.3	Cluster: Radical SAM protein	UniProtKB Unreviewed (TrEMBL)	1	Planctomycetota bacterium	326	0.9
fig|1773.30303.peg.2270	UniRef90_A0A6L3ZFN4	30.769	52	36	0	1	52	95	146	6.4	33.9	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Phaeocystidibacter marisrubri	165	0.9
fig|1773.30303.peg.245	UniRef90_P9WKB6	99.574	469	2	0	1	469	1	469	0	953	Cluster: Putative diacyglycerol O-acyltransferase MT0231	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	138	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium angelicum; Mycobacterium canettii; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium canettii (strain CIPT 140010059); Escherichia coli	469	0.9
fig|1773.30303.peg.245	UniRef90_A0A1X2LXX8	89.552	469	49	0	1	469	1	469	0	874	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	469	0.9
fig|1773.30303.peg.245	UniRef90_A0A7I7NQ69	85.928	469	66	0	1	469	2	470	0	846	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium lacus	470	0.9
fig|1773.30303.peg.245	UniRef90_A0A163X2U3	85.714	469	67	0	1	469	1	469	0	840	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL); UniParc	18	Mycobacterium ostraviense; Mycobacterium kansasii; Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium kansasii 662; Mycobacterium innocens; Mycobacterium persicum; Mycobacterium gastri; Mycobacterium pseudokansasii; Mycobacterium attenuatum	469	0.9
fig|1773.30303.peg.245	UniRef90_A0A975JV70	85.501	469	68	0	1	469	1	469	0	839	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium spongiae	469	0.9
fig|1773.30303.peg.2569	UniRef90_P9WIB4	99.615	520	2	0	1	520	1	520	0	1058	Cluster: Phospholipase C A	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	177	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium canettii; Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium canettii (strain CIPT 140010059)	520	0.9
fig|1773.30303.peg.2569	UniRef90_A0A653EUR0	89.038	520	57	0	1	520	1	520	0	939	Cluster: phospholipase C	UniProtKB Unreviewed (TrEMBL); UniParc	5	Mycobacterium riyadhense; Mycobacterium simulans	520	0.9
fig|1773.30303.peg.2569	UniRef90_A0A7I7MMB6	88.269	520	61	0	1	520	1	520	0	930	Cluster: phospholipase C	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium shinjukuense	520	0.9
fig|1773.30303.peg.2569	UniRef90_UPI0009873089	88.454	511	57	1	9	519	1	509	0	909	Cluster: phospholipase C	UniParc	1	Mycobacterium tuberculosis	509	0.9
fig|1773.30303.peg.2569	UniRef90_A0A2Z5YIG2	86.127	519	72	0	1	519	1	519	0	906	Cluster: phospholipase C	UniProtKB Unreviewed (TrEMBL); UniParc	13	Mycobacterium marinum; Mycobacterium marinum (strain ATCC BAA-535 / M); Mycobacterium pseudoshottsii; Mycobacterium shottsii; Mycobacterium basiliense; Mycobacterium pseudoshottsii JCM 15466	520	0.9
fig|1773.30303.peg.2715	UniRef90_A0A072S9G9	100	168	0	0	1	168	1	168	1.34e-116	336	Cluster: Single-stranded DNA-binding protein	UniProtKB Unreviewed (TrEMBL); UniParc	67	Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5; Mycobacterium canettii; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204	168	0.9
fig|1773.30303.peg.2715	UniRef90_R4M848	97.516	161	4	0	8	168	1	161	4.46e-107	311	Cluster: Single-stranded DNA-binding protein	UniProtKB Unreviewed (TrEMBL); UniParc	5	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis	161	0.9
fig|1773.30303.peg.2715	UniRef90_UPI0005DDD4F1	92.262	168	0	1	1	168	1	155	6.16e-104	303	Cluster: single-stranded DNA-binding protein	UniParc	3	Mycobacterium tuberculosis; Mycobacterium canettii	155	0.9
fig|1773.30303.peg.2715	UniRef90_A0A1X2LX05	87.135	171	19	1	1	168	1	171	2.62e-97	287	Cluster: Single-stranded DNA-binding protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium decipiens; Mycobacterium tuberculosis	171	0.9
fig|1773.30303.peg.2715	UniRef90_UPI00069646F4	100	133	0	0	1	133	1	133	1.35e-91	271	Cluster: single-stranded DNA-binding protein	UniParc	1	Mycobacterium tuberculosis	134	0.9
fig|1773.30303.peg.3065	UniRef90_UPI001F3D7197	100	294	0	0	1	294	92	385	0	604	Cluster: IS3 family transposase	UniParc	1	Mycobacterium tuberculosis	385	0.9
fig|1773.30303.peg.3065	UniRef90_UPI0009B9197F	99.66	294	1	0	1	294	3	296	0	600	Cluster: IS3-like element IS987 family transposase	UniParc	2	Mycobacterium tuberculosis	296	0.9
fig|1773.30303.peg.3065	UniRef90_A0A0H4B978	99.66	294	1	0	1	294	35	328	0	600	Cluster: Transposase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	32	Mycobacterium tuberculosis	328	0.9
fig|1773.30303.peg.3065	UniRef90_A5U601	99.32	294	2	0	1	294	1	294	0	600	Cluster: IS6110 transposase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis	294	0.9
fig|1773.30303.peg.3065	UniRef90_A0A120J3H3	100	291	0	0	4	294	2	292	0	597	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis	292	0.9
fig|1773.30303.peg.3181	UniRef90_A0A654ZK82	80	45	1	1	1	37	202	246	3.21e-11	64.3	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	3	Mycobacterium tuberculosis	246	0.9
fig|1773.30303.peg.3181	UniRef90_A0A655IAQ5	100	30	0	0	1	30	145	174	3.9e-10	61.2	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	239	0.9
fig|1773.30303.peg.3181	UniRef90_S4Z5C4	75.676	37	9	0	1	37	1	37	8.26e-10	56.2	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium intracellulare subsp. yongonense 05-1390	38	0.9
fig|1773.30303.peg.3181	UniRef90_UPI001EFDDD8B	71.429	35	10	0	1	35	19	53	1.53e-5	48.9	Cluster: enoyl-CoA hydratase family protein	UniParc	5	Mycobacterium kansasii	241	0.9
fig|1773.30303.peg.3181	UniRef90_A0A1Q4HZG9	70.588	34	10	0	1	34	40	73	2.78e-5	45.8	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium paraffinicum	76	0.9
fig|1773.30303.peg.3283	UniRef90_A0A9Q7HD31	100	39	0	0	1	39	29	67	6.69e-17	75.1	Cluster: PE family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	67	0.9
fig|1773.30303.peg.3283	UniRef90_A0A7U8TTR1	100	39	0	0	1	39	56	94	2.7e-16	74.3	Cluster: PE family protein	UniProtKB Unreviewed (TrEMBL)	3	Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85	94	0.9
fig|1773.30303.peg.3283	UniRef90_A0A0T5Y0A5	97.436	39	1	0	1	39	1	39	3.95e-16	72.4	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL)	4	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis EAI5	39	0.9
fig|1773.30303.peg.3283	UniRef90_UPI0023EF3A8E	97.436	39	1	0	1	39	10	48	6.37e-15	69.7	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	54	0.9
fig|1773.30303.peg.3283	UniRef90_A0A7I7NIQ8	69.697	33	10	0	7	39	16	48	5.12e-5	46.2	Cluster: PE family immunomodulator PE5	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium lacus	121	0.9
fig|1773.30303.peg.3289	UniRef90_Q6MX18	100	97	0	0	1	97	1	97	1.43e-59	186	Cluster: ESAT-6-like protein EsxS	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	44	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Mycobacterium canettii	97	0.9
fig|1773.30303.peg.3289	UniRef90_A0A2U3P5L8	83.505	97	16	0	1	97	1	97	7.77e-50	161	Cluster: Type VII secretion protein EsxS	UniProtKB Unreviewed (TrEMBL)	7	Mycobacterium numidiamassiliense; Mycobacterium avium 10-5581; Mycobacterium avium subsp. hominissuis; Mycobacterium malmoense; Mycobacterium parascrofulaceum ATCC BAA-614; Mycobacterium sp; Mycobacterium avium subsp. avium 11-4751	97	0.9
fig|1773.30303.peg.3289	UniRef90_A0A498PS26	90.722	97	9	0	1	97	1	97	2.02e-49	160	Cluster: ESAT-6-like protein EsxS	UniProtKB Unreviewed (TrEMBL); UniParc	48	Mycobacterium innocens; Mycobacterium kansasii; Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium attenuatum; Mycobacterium kansasii 662; Mycobacterium szulgai; Mycobacterium simiae (Mycobacterium habana); Mycobacterium persicum; Mycobacterium pseudokansasii	97	0.9
fig|1773.30303.peg.3289	UniRef90_A0A1S1MFW8	81.443	97	18	0	1	97	1	97	1.05e-47	156	Cluster: ESAT-6-like protein EsxG	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium talmoniae	97	0.9
fig|1773.30303.peg.3289	UniRef90_A0A7Z7IRR3	87.629	97	12	0	1	97	1	97	1.7e-47	155	Cluster: ESAT-6-like protein EsxS	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium simulans	97	0.9
fig|1773.30303.peg.3431	UniRef90_R4M6F4	98.158	380	7	0	1	380	1	380	0	767	Cluster: NADH-quinone oxidoreductase subunit D	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium shinjukuense	440	0.9
fig|1773.30303.peg.3431	UniRef90_A0A2I7WC66	95.789	380	16	0	1	380	1	380	0	748	Cluster: NADH-quinone oxidoreductase subunit D	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	440	0.9
fig|1773.30303.peg.3431	UniRef90_B2HGE5	91.848	368	30	0	13	380	5	372	0	712	Cluster: NADH-quinone oxidoreductase subunit D	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	147	Mycobacterium marinum (strain ATCC BAA-535 / M); Mycobacterium avium (strain 104); Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium ulcerans (strain Agy99); Mycobacterium marinum	432	0.9
fig|1773.30303.peg.3431	UniRef90_UPI000E3F5B6E	91.033	368	33	0	13	380	5	372	0	706	Cluster: NADH dehydrogenase (quinone) subunit D	UniParc	1	Mycobacterium marinum	432	0.9
fig|1773.30303.peg.3431	UniRef90_A0A3E1HKF8	90.489	368	35	0	13	380	5	372	0	705	Cluster: NADH-quinone oxidoreductase subunit D	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium uberis; Mycobacterium simiae (Mycobacterium habana)	432	0.9
fig|1773.30303.peg.3434	UniRef90_P9WIV9	97.358	492	9	1	1	492	1	488	0	950	Cluster: NADH-quinone oxidoreductase subunit G	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	207	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	806	0.9
fig|1773.30303.peg.3434	UniRef90_UPI00069894A5	97.363	493	9	1	1	493	1	489	0	949	Cluster: NADH-quinone oxidoreductase subunit G	UniParc	8	Mycobacterium tuberculosis	512	0.9
fig|1773.30303.peg.3434	UniRef90_A0A1X1Y210	91.195	477	41	1	1	476	1	477	0	891	Cluster: NADH-quinone oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium lacus	807	0.9
fig|1773.30303.peg.3434	UniRef90_A0A7I7MSC1	88.618	492	49	2	1	492	1	485	0	883	Cluster: NADH-quinone oxidoreductase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium shinjukuense	803	0.9
fig|1773.30303.peg.3434	UniRef90_X7YFR8	87.398	492	55	2	1	492	1	485	0	875	Cluster: NADH-quinone oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	18	Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium kansasii; Mycobacterium kansasii 662; Mycobacterium ostraviense; Mycobacterium pseudokansasii; Mycobacterium attenuatum; Mycobacterium persicum; Mycobacterium innocens; Mycobacterium gastri	807	0.9
fig|1773.30303.peg.3435	UniRef90_A0A7U8TRA0	100	99	0	0	1	99	98	196	1.89e-62	197	Cluster: Probable NADH dehydrogenase I nuog	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium tuberculosis T46; Mycobacterium tuberculosis	196	0.9
fig|1773.30303.peg.3435	UniRef90_A0A655JS37	100	99	0	0	1	99	143	241	3.27e-62	198	Cluster: NADH dehydrogenase I subunit G	UniProtKB Unreviewed (TrEMBL)	4	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum	241	0.9
fig|1773.30303.peg.3435	UniRef90_R4MI60	100	94	0	0	6	99	1	94	1.51e-59	186	Cluster: NADH dehydrogenase subunit G	UniProtKB Unreviewed (TrEMBL); UniParc	112	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis; Mycolicibacterium smegmatis; Mycobacterium tuberculosis complex; Klebsiella pneumoniae; Escherichia coli; Mycobacterium canettii	94	0.9
fig|1773.30303.peg.3435	UniRef90_P9WIV9	100	99	0	0	1	99	708	806	2.73e-57	197	Cluster: NADH-quinone oxidoreductase subunit G	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	207	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	806	0.9
fig|1773.30303.peg.3435	UniRef90_A0A1X2M0X8	91.919	99	8	0	1	99	705	803	2.01e-52	184	Cluster: NADH-quinone oxidoreductase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	803	0.9
fig|1773.30303.peg.3436	UniRef90_P65562	100	410	0	0	1	410	1	410	0	812	Cluster: NADH-quinone oxidoreductase subunit H	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	74	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204	410	0.9
fig|1773.30303.peg.3436	UniRef90_A0A1X1Y1R5	88.702	416	39	3	1	410	1	414	0	725	Cluster: NADH-quinone oxidoreductase subunit H	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium lacus	414	0.9
fig|1773.30303.peg.3436	UniRef90_A0A653EFQ6	87.952	415	43	2	1	408	11	425	0	723	Cluster: NADH-quinone oxidoreductase subunit H	UniProtKB Unreviewed (TrEMBL); UniParc	6	Mycobacterium riyadhense; Mycobacterium simulans; Mycobacterium haemophilum	427	0.9
fig|1773.30303.peg.3436	UniRef90_A0A1X2M0R6	87.028	424	41	2	1	410	3	426	0	718	Cluster: NADH-quinone oxidoreductase subunit H	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium decipiens; Mycobacterium spongiae; Rosenbergiella australiborealis	426	0.9
fig|1773.30303.peg.3436	UniRef90_A0PR45	86.085	424	45	3	1	410	1	424	0	715	Cluster: NADH-quinone oxidoreductase subunit H	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	22	Mycobacterium ulcerans (strain Agy99); Mycobacterium pseudoshottsii JCM 15466; Mycobacterium pseudoshottsii; Mycobacterium ulcerans subsp. shinshuense; Mycobacterium liflandii (strain 128FXT); Mycobacterium marinum (strain ATCC BAA-535 / M); Mycobacterium basiliense; Mycobacterium marinum; Mycobacterium shottsii; Mycobacterium ulcerans str. Harvey	424	0.9
